Season,twaDeltaB,twaPrice,l2sr,podRate,maxNegativeTwaDeltaB,isNewMaxTwaDeltaB,Capacity_at_Smin_100,Capacity_at_Smin_200,Capacity_at_Smin_300,Capacity_at_Smin_400,Capacity_at_Smin_500,Capacity_at_Smin_600,Capacity_at_Smin_700,Capacity_at_Smin_800,Capacity_at_Smin_900,Capacity_at_Smin_1000
3104,-369305.994,0.777,0.161,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3105,-369159.74,0.777,0.161,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3106,-369951.219,0.777,0.161,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3107,-372374.966,0.775,0.16,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3108,-380777.819,0.77,0.159,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3109,-382545.768,0.769,0.159,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3110,-378820.873,0.771,0.159,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3111,-378683.216,0.771,0.159,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3112,-381260.04,0.77,0.159,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3113,-382494.128,0.769,0.159,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3114,-389718.938,0.765,0.158,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3115,-387570.486,0.766,0.158,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3116,-388516.319,0.766,0.158,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3117,-387549.272,0.766,0.158,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3118,-390252.478,0.765,0.158,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3119,-393328.406,0.763,0.157,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3120,-393300.477,0.763,0.157,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3121,-390308.208,0.765,0.158,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3122,-385834.253,0.767,0.158,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3123,-404285.896,0.758,0.157,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3124,-417032.109,0.751,0.157,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3125,-420123.653,0.749,0.156,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3126,-420105.22,0.749,0.156,290.945,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3127,-423522.641,0.747,0.156,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3128,-423473.348,0.747,0.156,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3129,-423758.218,0.747,0.156,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3130,-421384.105,0.748,0.156,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3131,-423342.05,0.747,0.156,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3132,-425909.658,0.745,0.155,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3133,-426821.569,0.745,0.155,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3134,-429831.938,0.743,0.155,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3135,-432744.775,0.741,0.154,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3136,-429561.779,0.743,0.155,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3137,-432530.834,0.742,0.154,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3138,-436059.102,0.739,0.154,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3139,-430161.791,0.743,0.155,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3140,-427459.216,0.745,0.155,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3141,-429549.681,0.743,0.155,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3142,-430517.975,0.743,0.155,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3143,-436754.624,0.739,0.154,290.944,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3144,-435978.047,0.739,0.154,290.958,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3145,-439134.499,0.738,0.153,290.979,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3146,-441144.32,0.737,0.154,290.979,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3147,-444797.123,0.736,0.153,290.979,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3148,-446876.35,0.734,0.153,290.979,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3149,-451042.448,0.732,0.153,290.979,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3150,-445722.171,0.735,0.153,290.979,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3151,-446026.614,0.735,0.153,290.979,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3152,-446794.726,0.734,0.153,290.979,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3153,-446107.386,0.735,0.153,290.978,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3154,-453549.011,0.73,0.152,290.978,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3155,-454456.795,0.73,0.152,290.978,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3156,-450169.795,0.732,0.153,290.978,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3157,-446820.429,0.734,0.153,290.978,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3158,-443804.062,0.736,0.154,290.978,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3159,-439976.908,0.739,0.154,290.978,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3160,-443913.173,0.737,0.155,291.0,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3161,-445997.377,0.735,0.154,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3162,-449724.407,0.733,0.154,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3163,-450534.469,0.733,0.154,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3164,-454947.569,0.731,0.153,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3165,-462825.44,0.727,0.153,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3166,-463825.639,0.726,0.153,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3167,-465721.909,0.725,0.152,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3168,-465221.285,0.725,0.152,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3169,-465819.917,0.725,0.152,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3170,-466143.319,0.725,0.152,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3171,-463117.544,0.726,0.153,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3172,-459264.254,0.729,0.153,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3173,-460105.27,0.728,0.153,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3174,-457472.864,0.73,0.153,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3175,-457295.195,0.73,0.154,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3176,-453957.405,0.732,0.154,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3177,-446137.008,0.736,0.155,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3178,-441958.021,0.739,0.156,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3179,-442955.021,0.738,0.156,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3180,-447408.571,0.736,0.155,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3181,-449528.74,0.734,0.155,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3182,-449432.209,0.735,0.155,291.029,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3183,-454921.312,0.731,0.154,291.051,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3184,-437068.006,0.742,0.157,291.051,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3185,-434490.24,0.743,0.157,291.051,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3186,-436740.379,0.742,0.157,291.073,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3187,-441367.82,0.739,0.156,291.073,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3188,-440014.096,0.74,0.156,291.072,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3189,-441414.575,0.739,0.156,291.073,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3190,-437926.186,0.741,0.157,291.073,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3191,-438652.34,0.741,0.156,291.094,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3192,-467234.736,0.72,0.152,291.124,-492891.702,False,4928.917,2464.459,1642.972,1232.229,985.783,821.486,704.131,616.115,547.657,492.892
3193,-502451.269,0.697,0.148,291.164,-502451.269,True,5024.513,2512.256,1674.838,1256.128,1004.903,837.419,717.788,628.064,558.279,502.451
3194,-516396.934,0.69,0.147,291.217,-516396.934,True,5163.969,2581.985,1721.323,1290.992,1032.794,860.662,737.71,645.496,573.774,516.397
3195,-518856.953,0.688,0.146,291.279,-518856.953,True,5188.57,2594.285,1729.523,1297.142,1037.714,864.762,741.224,648.571,576.508,518.857
3196,-536898.789,0.678,0.144,291.279,-536898.789,True,5368.988,2684.494,1789.663,1342.247,1073.798,894.831,766.998,671.123,596.554,536.899
3197,-539905.321,0.676,0.144,291.279,-539905.321,True,5399.053,2699.527,1799.684,1349.763,1079.811,899.842,771.293,674.882,599.895,539.905
3198,-543590.204,0.674,0.143,291.307,-543590.204,True,5435.902,2717.951,1811.967,1358.976,1087.18,905.984,776.557,679.488,603.989,543.59
3199,-545741.52,0.673,0.143,291.343,-545741.52,True,5457.415,2728.708,1819.138,1364.354,1091.483,909.569,779.631,682.177,606.379,545.742
3200,-544016.067,0.674,0.143,291.343,-545741.52,False,5457.415,2728.708,1819.138,1364.354,1091.483,909.569,779.631,682.177,606.379,545.742
3201,-540651.498,0.676,0.144,291.37,-545741.52,False,5457.415,2728.708,1819.138,1364.354,1091.483,909.569,779.631,682.177,606.379,545.742
3202,-534553.449,0.679,0.144,291.407,-545741.52,False,5457.415,2728.708,1819.138,1364.354,1091.483,909.569,779.631,682.177,606.379,545.742
3203,-534128.569,0.68,0.145,291.407,-545741.52,False,5457.415,2728.708,1819.138,1364.354,1091.483,909.569,779.631,682.177,606.379,545.742
3204,-535654.735,0.679,0.144,291.407,-545741.52,False,5457.415,2728.708,1819.138,1364.354,1091.483,909.569,779.631,682.177,606.379,545.742
3205,-538130.669,0.677,0.144,291.407,-545741.52,False,5457.415,2728.708,1819.138,1364.354,1091.483,909.569,779.631,682.177,606.379,545.742
3206,-534112.244,0.68,0.145,291.434,-545741.52,False,5457.415,2728.708,1819.138,1364.354,1091.483,909.569,779.631,682.177,606.379,545.742
3207,-530246.934,0.682,0.145,291.464,-545741.52,False,5457.415,2728.708,1819.138,1364.354,1091.483,909.569,779.631,682.177,606.379,545.742
3208,-517865.214,0.689,0.147,291.464,-545741.52,False,5457.415,2728.708,1819.138,1364.354,1091.483,909.569,779.631,682.177,606.379,545.742
3209,-511678.902,0.693,0.148,291.464,-545741.52,False,5457.415,2728.708,1819.138,1364.354,1091.483,909.569,779.631,682.177,606.379,545.742
3210,-513974.748,0.692,0.147,291.464,-545741.52,False,5457.415,2728.708,1819.138,1364.354,1091.483,909.569,779.631,682.177,606.379,545.742
3211,-517272.676,0.69,0.147,291.49,-545741.52,False,5457.415,2728.708,1819.138,1364.354,1091.483,909.569,779.631,682.177,606.379,545.742
3212,-515437.535,0.691,0.147,291.49,-545741.52,False,5457.415,2728.708,1819.138,1364.354,1091.483,909.569,779.631,682.177,606.379,545.742
3213,-518679.057,0.689,0.147,291.49,-545741.52,False,5457.415,2728.708,1819.138,1364.354,1091.483,909.569,779.631,682.177,606.379,545.742
3214,-592665.412,0.652,0.141,291.49,-592665.412,True,5926.654,2963.327,1975.551,1481.664,1185.331,987.776,846.665,740.832,658.517,592.665
3215,-661069.574,0.618,0.135,291.52,-661069.574,True,6610.696,3305.348,2203.565,1652.674,1322.139,1101.783,944.385,826.337,734.522,661.07
3216,-676830.408,0.609,0.133,291.564,-676830.408,True,6768.304,3384.152,2256.101,1692.076,1353.661,1128.051,966.901,846.038,752.034,676.83
3217,-669941.218,0.612,0.134,291.62,-676830.408,False,6768.304,3384.152,2256.101,1692.076,1353.661,1128.051,966.901,846.038,752.034,676.83
3218,-664538.307,0.615,0.134,291.62,-676830.408,False,6768.304,3384.152,2256.101,1692.076,1353.661,1128.051,966.901,846.038,752.034,676.83
3219,-663488.481,0.616,0.135,291.654,-676830.408,False,6768.304,3384.152,2256.101,1692.076,1353.661,1128.051,966.901,846.038,752.034,676.83
3220,-661613.284,0.617,0.135,291.699,-676830.408,False,6768.304,3384.152,2256.101,1692.076,1353.661,1128.051,966.901,846.038,752.034,676.83
3221,-661524.005,0.617,0.135,291.699,-676830.408,False,6768.304,3384.152,2256.101,1692.076,1353.661,1128.051,966.901,846.038,752.034,676.83
3222,-660638.516,0.618,0.135,291.699,-676830.408,False,6768.304,3384.152,2256.101,1692.076,1353.661,1128.051,966.901,846.038,752.034,676.83
3223,-666021.569,0.615,0.134,291.698,-676830.408,False,6768.304,3384.152,2256.101,1692.076,1353.661,1128.051,966.901,846.038,752.034,676.83
3224,-674126.666,0.611,0.134,291.698,-676830.408,False,6768.304,3384.152,2256.101,1692.076,1353.661,1128.051,966.901,846.038,752.034,676.83
3225,-671359.765,0.612,0.134,291.698,-676830.408,False,6768.304,3384.152,2256.101,1692.076,1353.661,1128.051,966.901,846.038,752.034,676.83
3226,-671733.34,0.612,0.134,291.698,-676830.408,False,6768.304,3384.152,2256.101,1692.076,1353.661,1128.051,966.901,846.038,752.034,676.83
3227,-695258.357,0.601,0.132,291.698,-695258.357,True,6952.584,3476.292,2317.528,1738.146,1390.517,1158.764,993.226,869.073,772.509,695.258
3228,-700132.84,0.598,0.131,291.698,-700132.84,True,7001.328,3500.664,2333.776,1750.332,1400.266,1166.888,1000.19,875.166,777.925,700.133
3229,-706416.184,0.595,0.131,291.698,-706416.184,True,7064.162,3532.081,2354.721,1766.04,1412.832,1177.36,1009.166,883.02,784.907,706.416
3230,-712139.734,0.592,0.13,291.698,-712139.734,True,7121.397,3560.699,2373.799,1780.349,1424.279,1186.9,1017.342,890.175,791.266,712.14
3231,-714486.18,0.59,0.129,291.735,-714486.18,True,7144.862,3572.431,2381.621,1786.215,1428.972,1190.81,1020.695,893.108,793.874,714.486
3232,-714892.389,0.59,0.129,291.735,-714892.389,True,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3233,-710601.851,0.593,0.13,291.735,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3234,-707130.658,0.593,0.13,291.772,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3235,-692949.752,0.599,0.13,291.818,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3236,-689893.618,0.6,0.13,291.819,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3237,-689006.958,0.601,0.13,291.819,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3238,-683968.764,0.604,0.131,291.854,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3239,-680362.605,0.606,0.132,291.854,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3240,-680374.61,0.606,0.132,291.866,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3241,-677616.095,0.607,0.132,291.866,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3242,-681089.371,0.605,0.132,291.901,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3243,-683976.095,0.604,0.131,291.901,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3244,-686070.617,0.602,0.131,291.901,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3245,-686866.395,0.602,0.131,291.937,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3246,-684060.498,0.604,0.131,291.937,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3247,-680260.911,0.606,0.132,291.972,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3248,-675932.402,0.608,0.132,291.972,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3249,-667633.591,0.613,0.133,291.972,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3250,-665917.186,0.614,0.134,291.972,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3251,-677889.087,0.607,0.132,291.972,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3252,-691843.596,0.599,0.13,291.972,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3253,-688987.212,0.601,0.13,291.972,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3254,-686850.035,0.602,0.131,291.972,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3255,-684183.867,0.604,0.131,292.007,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3256,-674732.448,0.609,0.132,292.007,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3257,-675448.112,0.608,0.132,292.042,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3258,-666540.429,0.614,0.134,292.088,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3259,-663148.977,0.615,0.134,292.143,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3260,-662794.039,0.616,0.134,292.143,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3261,-662108.144,0.616,0.134,292.178,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3262,-658817.266,0.618,0.135,292.177,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3263,-659131.4,0.618,0.135,292.177,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3264,-662280.505,0.616,0.134,292.177,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3265,-663330.763,0.615,0.134,292.212,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3266,-662025.654,0.616,0.134,292.212,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3267,-664066.37,0.615,0.134,292.212,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3268,-666521.883,0.613,0.134,292.212,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3269,-667377.742,0.613,0.133,292.247,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3270,-667389.892,0.613,0.133,292.292,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3271,-667897.694,0.613,0.133,292.292,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3272,-668745.824,0.612,0.133,292.292,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3273,-667487.938,0.613,0.133,292.292,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3274,-665511.075,0.614,0.134,292.292,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3275,-664885.51,0.614,0.134,292.292,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3276,-668408.367,0.612,0.133,292.327,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3277,-671707.039,0.611,0.133,292.327,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3278,-678063.192,0.607,0.132,292.327,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3279,-680082.128,0.606,0.132,292.327,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3280,-681444.013,0.605,0.131,292.327,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3281,-681566.611,0.605,0.131,292.363,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3282,-680706.403,0.605,0.132,292.363,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3283,-678214.446,0.607,0.132,292.363,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3284,-676732.727,0.608,0.132,292.363,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3285,-677759.94,0.607,0.132,292.363,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3286,-676421.261,0.608,0.132,292.363,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3287,-676241.263,0.608,0.132,292.398,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3288,-673827.601,0.609,0.133,292.445,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
3289,-669665.168,0.612,0.133,292.501,-714892.389,False,7148.924,3574.462,2382.975,1787.231,1429.785,1191.487,1021.275,893.615,794.325,714.892
