Season,twaDeltaB,twaPrice,l2sr,podRate,maxNegativeTwaDeltaB,isNewMaxTwaDeltaB,Capacity_at_Smin_100,Capacity_at_Smin_200,Capacity_at_Smin_300,Capacity_at_Smin_400,Capacity_at_Smin_500,Capacity_at_Smin_600,Capacity_at_Smin_700,Capacity_at_Smin_800,Capacity_at_Smin_900,Capacity_at_Smin_1000
1008,-34028.091,0.994,0.48,52.903,-34028.091,True,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1009,-23639.49,0.996,0.48,53.523,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1010,-8328.8,0.999,0.481,53.523,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1011,-7968.306,0.999,0.481,53.523,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1012,-14091.037,0.997,0.48,53.538,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1013,-9013.967,0.998,0.481,53.618,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1014,-17816.608,0.997,0.48,53.785,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1015,-20623.862,0.996,0.48,53.785,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1016,-21912.152,0.996,0.48,53.785,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1017,-19474.8,0.996,0.48,53.875,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1018,-19008.617,0.997,0.48,53.875,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1019,-27770.904,0.995,0.478,53.875,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1020,-18221.687,0.997,0.479,53.875,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1021,-14168.179,0.997,0.48,53.875,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1022,-6276.236,0.999,0.481,54.038,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1023,-10278.52,0.998,0.481,54.038,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1024,-10403.744,0.998,0.481,54.238,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1025,-6693.958,0.999,0.482,54.392,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1026,-6148.402,0.999,0.482,54.522,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1027,-13612.314,0.997,0.481,54.643,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1028,-2710.891,1.0,0.483,54.836,-34028.091,False,340.281,170.14,113.427,85.07,68.056,56.713,48.612,42.535,37.809,34.028
1029,9363.742,1.002,0.484,54.862,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,22085.656,1.005,0.486,54.815,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,25398.213,1.006,0.486,54.706,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,10105.809,1.002,0.485,54.581,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,2274.758,1.001,0.484,54.531,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,9528.95,1.002,0.485,54.52,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,9732.334,1.002,0.487,54.473,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,5721.363,1.001,0.487,54.425,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,7912.107,1.001,0.488,54.397,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,15378.825,1.003,0.49,54.359,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,25948.672,1.005,0.495,54.284,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,13572.141,1.003,0.494,54.156,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,18215.28,1.003,0.495,54.076,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,13588.748,1.003,0.495,53.968,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,26925.737,1.005,0.497,53.889,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,45252.482,1.008,0.499,53.732,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,46071.258,1.009,0.499,53.471,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,22621.754,1.004,0.498,53.207,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,4896.555,1.001,0.497,53.078,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,-1403.549,1.0,0.496,53.046,-1403.549,True,14.035,7.018,4.678,3.509,2.807,2.339,2.005,1.754,1.559,1.404
1049,-16642.072,0.997,0.496,53.057,-16642.072,True,166.421,83.21,55.474,41.605,33.284,27.737,23.774,20.803,18.491,16.642
1050,-736.767,1.0,0.497,53.058,-16642.072,False,166.421,83.21,55.474,41.605,33.284,27.737,23.774,20.803,18.491,16.642
1051,-10004.374,0.998,0.496,53.061,-16642.072,False,166.421,83.21,55.474,41.605,33.284,27.737,23.774,20.803,18.491,16.642
1052,-12335.267,0.997,0.495,53.061,-16642.072,False,166.421,83.21,55.474,41.605,33.284,27.737,23.774,20.803,18.491,16.642
1053,3930.335,1.001,0.497,53.071,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,4896.88,1.001,0.497,53.048,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,-6421.165,0.999,0.496,53.02,-6421.165,True,64.212,32.106,21.404,16.053,12.842,10.702,9.173,8.026,7.135,6.421
1056,-10122.819,0.998,0.495,53.071,-10122.819,True,101.228,50.614,33.743,25.307,20.246,16.871,14.461,12.654,11.248,10.123
1057,-3185.557,0.999,0.495,53.071,-10122.819,False,101.228,50.614,33.743,25.307,20.246,16.871,14.461,12.654,11.248,10.123
1058,-508.233,1.0,0.496,53.071,-10122.819,False,101.228,50.614,33.743,25.307,20.246,16.871,14.461,12.654,11.248,10.123
1059,-13319.963,0.998,0.495,53.075,-13319.963,True,133.2,66.6,44.4,33.3,26.64,22.2,19.029,16.65,14.8,13.32
1060,-4708.561,0.999,0.496,53.146,-13319.963,False,133.2,66.6,44.4,33.3,26.64,22.2,19.029,16.65,14.8,13.32
1061,-7924.11,0.999,0.495,53.146,-13319.963,False,133.2,66.6,44.4,33.3,26.64,22.2,19.029,16.65,14.8,13.32
1062,-4052.375,0.999,0.496,53.147,-13319.963,False,133.2,66.6,44.4,33.3,26.64,22.2,19.029,16.65,14.8,13.32
1063,-2171.257,1.0,0.496,53.151,-13319.963,False,133.2,66.6,44.4,33.3,26.64,22.2,19.029,16.65,14.8,13.32
1064,1135.844,1.0,0.496,53.153,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,-7328.191,0.999,0.495,53.147,-7328.191,True,73.282,36.641,24.427,18.32,14.656,12.214,10.469,9.16,8.142,7.328
1066,-918.855,1.0,0.495,53.147,-7328.191,False,73.282,36.641,24.427,18.32,14.656,12.214,10.469,9.16,8.142,7.328
1067,3288.241,1.001,0.496,53.147,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,-1044.365,1.0,0.496,53.125,-1044.365,True,10.444,5.222,3.481,2.611,2.089,1.741,1.492,1.305,1.16,1.044
1069,5894.088,1.001,0.497,53.125,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,15298.637,1.003,0.498,53.085,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,10310.883,1.002,0.497,52.982,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,21702.687,1.004,0.5,52.913,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,14628.254,1.003,0.501,52.768,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,15051.687,1.003,0.503,52.685,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,1144.881,1.0,0.502,52.601,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,5429.105,1.001,0.503,52.593,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,7258.774,1.001,0.504,52.563,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,-6045.848,0.999,0.502,52.514,-6045.848,True,60.458,30.229,20.153,15.115,12.092,10.076,8.637,7.557,6.718,6.046
1079,-5166.765,0.999,0.502,52.555,-6045.848,False,60.458,30.229,20.153,15.115,12.092,10.076,8.637,7.557,6.718,6.046
1080,-566.668,1.0,0.503,52.556,-6045.848,False,60.458,30.229,20.153,15.115,12.092,10.076,8.637,7.557,6.718,6.046
1081,-1369.351,1.0,0.503,52.556,-6045.848,False,60.458,30.229,20.153,15.115,12.092,10.076,8.637,7.557,6.718,6.046
1082,-3028.676,0.999,0.502,52.556,-6045.848,False,60.458,30.229,20.153,15.115,12.092,10.076,8.637,7.557,6.718,6.046
1083,-7387.426,0.999,0.502,52.564,-7387.426,True,73.874,36.937,24.625,18.469,14.775,12.312,10.553,9.234,8.208,7.387
1084,-8184.422,0.998,0.502,52.564,-8184.422,True,81.844,40.922,27.281,20.461,16.369,13.641,11.692,10.231,9.094,8.184
1085,-12170.282,0.998,0.501,52.583,-12170.282,True,121.703,60.851,40.568,30.426,24.341,20.284,17.386,15.213,13.523,12.17
1086,-11853.931,0.997,0.501,52.583,-12170.282,False,121.703,60.851,40.568,30.426,24.341,20.284,17.386,15.213,13.523,12.17
1087,-8093.275,0.998,0.501,52.583,-12170.282,False,121.703,60.851,40.568,30.426,24.341,20.284,17.386,15.213,13.523,12.17
1088,-3360.773,0.999,0.502,52.583,-12170.282,False,121.703,60.851,40.568,30.426,24.341,20.284,17.386,15.213,13.523,12.17
1089,-1664.516,1.0,0.502,52.583,-12170.282,False,121.703,60.851,40.568,30.426,24.341,20.284,17.386,15.213,13.523,12.17
1090,-5259.439,0.999,0.5,52.584,-12170.282,False,121.703,60.851,40.568,30.426,24.341,20.284,17.386,15.213,13.523,12.17
1091,-7948.959,0.999,0.499,52.584,-12170.282,False,121.703,60.851,40.568,30.426,24.341,20.284,17.386,15.213,13.523,12.17
1092,-14810.633,0.997,0.498,52.584,-14810.633,True,148.106,74.053,49.369,37.027,29.621,24.684,21.158,18.513,16.456,14.811
1093,-8713.138,0.998,0.498,52.584,-14810.633,False,148.106,74.053,49.369,37.027,29.621,24.684,21.158,18.513,16.456,14.811
1094,876.528,1.0,0.5,52.584,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,-1771.883,1.0,0.5,52.579,-1771.883,True,17.719,8.859,5.906,4.43,3.544,2.953,2.531,2.215,1.969,1.772
1096,-3964.152,0.999,0.499,52.579,-3964.152,True,39.642,19.821,13.214,9.91,7.928,6.607,5.663,4.955,4.405,3.964
1097,-8052.702,0.999,0.498,52.579,-8052.702,True,80.527,40.264,26.842,20.132,16.105,13.421,11.504,10.066,8.947,8.053
1098,-12185.349,0.998,0.497,52.579,-12185.349,True,121.853,60.927,40.618,30.463,24.371,20.309,17.408,15.232,13.539,12.185
1099,-2934.184,0.999,0.497,52.579,-12185.349,False,121.853,60.927,40.618,30.463,24.371,20.309,17.408,15.232,13.539,12.185
1100,2609.24,1.0,0.498,52.579,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,2996.456,1.0,0.498,52.564,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,5189.419,1.001,0.499,52.544,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,7821.058,1.001,0.5,52.51,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,-5290.217,0.999,0.498,52.466,-5290.217,True,52.902,26.451,17.634,13.226,10.58,8.817,7.557,6.613,5.878,5.29
1105,-1462.78,1.0,0.499,52.468,-5290.217,False,52.902,26.451,17.634,13.226,10.58,8.817,7.557,6.613,5.878,5.29
1106,551.823,1.0,0.499,52.468,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,-6517.357,0.999,0.498,52.464,-6517.357,True,65.174,32.587,21.725,16.293,13.035,10.862,9.311,8.147,7.242,6.517
1108,-6274.199,0.999,0.497,52.464,-6517.357,False,65.174,32.587,21.725,16.293,13.035,10.862,9.311,8.147,7.242,6.517
1109,-689.842,1.0,0.498,52.48,-6517.357,False,65.174,32.587,21.725,16.293,13.035,10.862,9.311,8.147,7.242,6.517
1110,5521.716,1.001,0.499,52.48,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,1100.695,1.0,0.498,52.444,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,-630.593,1.0,0.498,52.436,-630.593,True,6.306,3.153,2.102,1.576,1.261,1.051,0.901,0.788,0.701,0.631
1113,-310.115,1.0,0.498,52.436,-630.593,False,6.306,3.153,2.102,1.576,1.261,1.051,0.901,0.788,0.701,0.631
1114,-9727.695,0.998,0.496,52.436,-9727.695,True,97.277,48.638,32.426,24.319,19.455,16.213,13.897,12.16,10.809,9.728
1115,-14885.99,0.997,0.495,52.436,-14885.99,True,148.86,74.43,49.62,37.215,29.772,24.81,21.266,18.607,16.54,14.886
1116,-20241.605,0.996,0.494,52.436,-20241.605,True,202.416,101.208,67.472,50.604,40.483,33.736,28.917,25.302,22.491,20.242
1117,-14999.792,0.997,0.495,52.436,-20241.605,False,202.416,101.208,67.472,50.604,40.483,33.736,28.917,25.302,22.491,20.242
1118,-14429.399,0.997,0.494,52.452,-20241.605,False,202.416,101.208,67.472,50.604,40.483,33.736,28.917,25.302,22.491,20.242
1119,-10723.285,0.998,0.495,52.452,-20241.605,False,202.416,101.208,67.472,50.604,40.483,33.736,28.917,25.302,22.491,20.242
1120,-17983.708,0.997,0.494,52.452,-20241.605,False,202.416,101.208,67.472,50.604,40.483,33.736,28.917,25.302,22.491,20.242
1121,-3717.294,0.999,0.495,52.462,-20241.605,False,202.416,101.208,67.472,50.604,40.483,33.736,28.917,25.302,22.491,20.242
1122,-2504.891,0.999,0.496,52.462,-20241.605,False,202.416,101.208,67.472,50.604,40.483,33.736,28.917,25.302,22.491,20.242
1123,-6834.215,0.999,0.495,52.462,-20241.605,False,202.416,101.208,67.472,50.604,40.483,33.736,28.917,25.302,22.491,20.242
1124,-8180.366,0.999,0.494,52.462,-20241.605,False,202.416,101.208,67.472,50.604,40.483,33.736,28.917,25.302,22.491,20.242
1125,-4037.594,0.999,0.495,52.463,-20241.605,False,202.416,101.208,67.472,50.604,40.483,33.736,28.917,25.302,22.491,20.242
1126,2820.067,1.001,0.496,52.473,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,1647.48,1.0,0.496,52.457,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,3422.06,1.001,0.496,52.447,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,-1148.749,1.0,0.496,52.428,-1148.749,True,11.487,5.744,3.829,2.872,2.297,1.915,1.641,1.436,1.276,1.149
1130,-12320.238,0.998,0.495,52.428,-12320.238,True,123.202,61.601,41.067,30.801,24.64,20.534,17.6,15.4,13.689,12.32
1131,-9428.467,0.998,0.494,52.428,-12320.238,False,123.202,61.601,41.067,30.801,24.64,20.534,17.6,15.4,13.689,12.32
1132,8084.755,1.002,0.498,52.428,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,4281.007,1.001,0.498,52.382,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,650.003,1.0,0.498,52.354,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,-643.009,1.0,0.499,52.35,-643.009,True,6.43,3.215,2.143,1.608,1.286,1.072,0.919,0.804,0.714,0.643
1136,-10006.868,0.998,0.498,52.35,-10006.868,True,100.069,50.034,33.356,25.017,20.014,16.678,14.296,12.509,11.119,10.007
1137,-10199.096,0.998,0.497,52.35,-10199.096,True,101.991,50.995,33.997,25.498,20.398,16.998,14.57,12.749,11.332,10.199
1138,-9231.139,0.998,0.496,52.35,-10199.096,False,101.991,50.995,33.997,25.498,20.398,16.998,14.57,12.749,11.332,10.199
1139,-13261.378,0.998,0.495,52.35,-13261.378,True,132.614,66.307,44.205,33.153,26.523,22.102,18.945,16.577,14.735,13.261
1140,-14832.614,0.997,0.495,52.35,-14832.614,True,148.326,74.163,49.442,37.082,29.665,24.721,21.189,18.541,16.481,14.833
1141,-7045.918,0.999,0.496,52.35,-14832.614,False,148.326,74.163,49.442,37.082,29.665,24.721,21.189,18.541,16.481,14.833
1142,292.83,1.0,0.497,52.352,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,-4005.253,0.999,0.497,52.35,-4005.253,True,40.053,20.026,13.351,10.013,8.011,6.675,5.722,5.007,4.45,4.005
1144,109.411,1.0,0.498,52.35,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,30596.093,1.006,0.504,52.349,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,15987.196,1.003,0.505,52.176,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,-10872.644,0.998,0.501,52.077,-10872.644,True,108.726,54.363,36.242,27.182,21.745,18.121,15.532,13.591,12.081,10.873
1148,-7152.404,0.998,0.5,52.077,-10872.644,False,108.726,54.363,36.242,27.182,21.745,18.121,15.532,13.591,12.081,10.873
1149,-770.198,1.0,0.501,52.097,-10872.644,False,108.726,54.363,36.242,27.182,21.745,18.121,15.532,13.591,12.081,10.873
1150,2667.943,1.001,0.502,52.097,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,-1835.74,1.0,0.501,52.079,-1835.74,True,18.357,9.179,6.119,4.589,3.671,3.06,2.622,2.295,2.04,1.836
1152,1167.362,1.0,0.501,52.094,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,-1877.298,1.0,0.501,52.086,-1877.298,True,18.773,9.386,6.258,4.693,3.755,3.129,2.682,2.347,2.086,1.877
1154,-586.681,1.0,0.501,52.089,-1877.298,False,18.773,9.386,6.258,4.693,3.755,3.129,2.682,2.347,2.086,1.877
1155,-2505.703,0.999,0.5,52.091,-2505.703,True,25.057,12.529,8.352,6.264,5.011,4.176,3.58,3.132,2.784,2.506
1156,-1038.168,1.0,0.501,52.091,-2505.703,False,25.057,12.529,8.352,6.264,5.011,4.176,3.58,3.132,2.784,2.506
1157,-8086.126,0.999,0.499,52.099,-8086.126,True,80.861,40.431,26.954,20.215,16.172,13.477,11.552,10.108,8.985,8.086
1158,35.104,1.0,0.5,52.105,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,-8848.463,0.999,0.499,52.105,-8848.463,True,88.485,44.242,29.495,22.121,17.697,14.747,12.641,11.061,9.832,8.848
1160,-6693.625,0.999,0.499,52.175,-8848.463,False,88.485,44.242,29.495,22.121,17.697,14.747,12.641,11.061,9.832,8.848
1161,-4506.084,0.999,0.499,52.213,-8848.463,False,88.485,44.242,29.495,22.121,17.697,14.747,12.641,11.061,9.832,8.848
1162,-4969.109,0.999,0.499,52.213,-8848.463,False,88.485,44.242,29.495,22.121,17.697,14.747,12.641,11.061,9.832,8.848
1163,-6731.95,0.999,0.499,52.214,-8848.463,False,88.485,44.242,29.495,22.121,17.697,14.747,12.641,11.061,9.832,8.848
1164,-13076.106,0.998,0.498,52.214,-13076.106,True,130.761,65.381,43.587,32.69,26.152,21.794,18.68,16.345,14.529,13.076
1165,-16235.509,0.997,0.497,52.214,-16235.509,True,162.355,81.178,54.118,40.589,32.471,27.059,23.194,20.294,18.039,16.236
1166,-20605.505,0.996,0.496,52.214,-20605.505,True,206.055,103.028,68.685,51.514,41.211,34.343,29.436,25.757,22.895,20.606
1167,-17146.736,0.997,0.496,52.214,-20605.505,False,206.055,103.028,68.685,51.514,41.211,34.343,29.436,25.757,22.895,20.606
1168,-16259.72,0.997,0.495,52.226,-20605.505,False,206.055,103.028,68.685,51.514,41.211,34.343,29.436,25.757,22.895,20.606
1169,-24806.085,0.996,0.487,52.358,-24806.085,True,248.061,124.03,82.687,62.015,49.612,41.343,35.437,31.008,27.562,24.806
1170,-8210.885,0.999,0.486,52.463,-24806.085,False,248.061,124.03,82.687,62.015,49.612,41.343,35.437,31.008,27.562,24.806
1171,-18113.543,0.997,0.483,52.463,-24806.085,False,248.061,124.03,82.687,62.015,49.612,41.343,35.437,31.008,27.562,24.806
1172,-22879.282,0.996,0.482,52.505,-24806.085,False,248.061,124.03,82.687,62.015,49.612,41.343,35.437,31.008,27.562,24.806
1173,-23947.467,0.996,0.48,52.696,-24806.085,False,248.061,124.03,82.687,62.015,49.612,41.343,35.437,31.008,27.562,24.806
1174,-11620.416,0.998,0.478,52.824,-24806.085,False,248.061,124.03,82.687,62.015,49.612,41.343,35.437,31.008,27.562,24.806
1175,-6425.38,0.999,0.479,52.835,-24806.085,False,248.061,124.03,82.687,62.015,49.612,41.343,35.437,31.008,27.562,24.806
1176,-11073.002,0.998,0.478,52.889,-24806.085,False,248.061,124.03,82.687,62.015,49.612,41.343,35.437,31.008,27.562,24.806
1177,-9392.94,0.998,0.479,52.889,-24806.085,False,248.061,124.03,82.687,62.015,49.612,41.343,35.437,31.008,27.562,24.806
1178,-5845.713,0.999,0.479,52.889,-24806.085,False,248.061,124.03,82.687,62.015,49.612,41.343,35.437,31.008,27.562,24.806
1179,-8935.926,0.998,0.478,52.889,-24806.085,False,248.061,124.03,82.687,62.015,49.612,41.343,35.437,31.008,27.562,24.806
1180,-7199.115,0.999,0.478,52.889,-24806.085,False,248.061,124.03,82.687,62.015,49.612,41.343,35.437,31.008,27.562,24.806
1181,-17242.221,0.997,0.475,52.889,-24806.085,False,248.061,124.03,82.687,62.015,49.612,41.343,35.437,31.008,27.562,24.806
1182,-18163.246,0.997,0.474,52.889,-24806.085,False,248.061,124.03,82.687,62.015,49.612,41.343,35.437,31.008,27.562,24.806
1183,-18950.017,0.997,0.474,52.889,-24806.085,False,248.061,124.03,82.687,62.015,49.612,41.343,35.437,31.008,27.562,24.806
1184,-29564.414,0.994,0.472,52.899,-29564.414,True,295.644,147.822,98.548,73.911,59.129,49.274,42.235,36.956,32.849,29.564
1185,-23844.208,0.996,0.47,52.899,-29564.414,False,295.644,147.822,98.548,73.911,59.129,49.274,42.235,36.956,32.849,29.564
1186,-5124.769,1.0,0.472,52.919,-29564.414,False,295.644,147.822,98.548,73.911,59.129,49.274,42.235,36.956,32.849,29.564
1187,-4371.372,0.999,0.473,52.919,-29564.414,False,295.644,147.822,98.548,73.911,59.129,49.274,42.235,36.956,32.849,29.564
1188,-9342.751,0.998,0.472,52.919,-29564.414,False,295.644,147.822,98.548,73.911,59.129,49.274,42.235,36.956,32.849,29.564
1189,-15815.611,0.997,0.471,52.919,-29564.414,False,295.644,147.822,98.548,73.911,59.129,49.274,42.235,36.956,32.849,29.564
1190,-22145.143,0.996,0.47,52.919,-29564.414,False,295.644,147.822,98.548,73.911,59.129,49.274,42.235,36.956,32.849,29.564
1191,-14673.657,0.997,0.472,52.927,-29564.414,False,295.644,147.822,98.548,73.911,59.129,49.274,42.235,36.956,32.849,29.564
1192,-10172.771,0.998,0.471,52.927,-29564.414,False,295.644,147.822,98.548,73.911,59.129,49.274,42.235,36.956,32.849,29.564
1193,-17535.992,0.997,0.471,53.018,-29564.414,False,295.644,147.822,98.548,73.911,59.129,49.274,42.235,36.956,32.849,29.564
1194,-11967.79,0.998,0.469,53.018,-29564.414,False,295.644,147.822,98.548,73.911,59.129,49.274,42.235,36.956,32.849,29.564
1195,-36443.619,0.993,0.458,53.03,-36443.619,True,364.436,182.218,121.479,91.109,72.887,60.739,52.062,45.555,40.493,36.444
1196,-21569.328,0.996,0.456,53.03,-36443.619,False,364.436,182.218,121.479,91.109,72.887,60.739,52.062,45.555,40.493,36.444
1197,-16688.911,0.997,0.455,53.03,-36443.619,False,364.436,182.218,121.479,91.109,72.887,60.739,52.062,45.555,40.493,36.444
1198,-19083.492,0.996,0.455,53.186,-36443.619,False,364.436,182.218,121.479,91.109,72.887,60.739,52.062,45.555,40.493,36.444
1199,-10051.265,0.998,0.456,53.203,-36443.619,False,364.436,182.218,121.479,91.109,72.887,60.739,52.062,45.555,40.493,36.444
1200,-3578.92,1.0,0.457,53.203,-36443.619,False,364.436,182.218,121.479,91.109,72.887,60.739,52.062,45.555,40.493,36.444
1201,-4024.65,0.999,0.457,53.237,-36443.619,False,364.436,182.218,121.479,91.109,72.887,60.739,52.062,45.555,40.493,36.444
1202,-4042.68,0.999,0.457,53.237,-36443.619,False,364.436,182.218,121.479,91.109,72.887,60.739,52.062,45.555,40.493,36.444
1203,-3324.859,0.999,0.458,53.237,-36443.619,False,364.436,182.218,121.479,91.109,72.887,60.739,52.062,45.555,40.493,36.444
1204,-8630.247,0.998,0.456,53.243,-36443.619,False,364.436,182.218,121.479,91.109,72.887,60.739,52.062,45.555,40.493,36.444
1205,-13015.703,0.997,0.455,53.243,-36443.619,False,364.436,182.218,121.479,91.109,72.887,60.739,52.062,45.555,40.493,36.444
1206,-17777.726,0.996,0.454,53.243,-36443.619,False,364.436,182.218,121.479,91.109,72.887,60.739,52.062,45.555,40.493,36.444
1207,-5202.115,0.999,0.455,53.243,-36443.619,False,364.436,182.218,121.479,91.109,72.887,60.739,52.062,45.555,40.493,36.444
1208,-5800.691,0.999,0.454,53.243,-36443.619,False,364.436,182.218,121.479,91.109,72.887,60.739,52.062,45.555,40.493,36.444
1209,-25174.094,0.994,0.451,53.243,-36443.619,False,364.436,182.218,121.479,91.109,72.887,60.739,52.062,45.555,40.493,36.444
